user_id,age,gender,city,monthly_income,credit_score,employment_status,created_at,income_decile
U000000,0.7017543859649124,1,180,0.17562337701893194,0.46464646464646475,1,2024-06-22,6
U000001,0.29824561403508765,1,32,0.19425260967877758,0.6565656565656568,1,2025-06-16,7
U000002,0.8245614035087719,1,143,0.10587019295482525,0.44107744107744096,2,2024-10-14,3
U000003,0.9999999999999999,1,21,0.355322526395907,0.6700336700336702,1,2024-05-09,9
U000004,0.03508771929824561,1,140,0.0891827244019171,0.46464646464646475,1,2024-04-24,3
U000005,0.24561403508771928,1,397,0.08958336949510093,0.35016835016835013,1,2025-02-21,3
U000006,0.7894736842105262,0,187,0.14777341216544088,0.22558922558922556,1,2025-05-17,5
U000007,0.6491228070175438,0,512,0.03095152554625557,0.35690235690235705,2,2024-03-21,0
U000008,0.0,1,858,0.058568526740658274,0.42087542087542107,2,2024-02-02,1
U000009,0.36842105263157887,0,269,0.06372374833069094,0.22558922558922556,1,2025-09-10,1
U000010,0.8421052631578948,0,761,0.330543882809891,0.5151515151515154,1,2025-08-09,9
U000011,0.42105263157894735,1,962,0.13101651301872758,0.24915824915824936,1,2024-02-26,5
U000012,0.38596491228070173,0,251,0.08434638137242667,0.44107744107744096,2,2024-07-06,2
U000013,0.8070175438596491,0,734,0.052249796866387706,0.505050505050505,1,2025-05-22,1
U000014,0.42105263157894735,1,160,0.08085454650850901,0.38720538720538733,1,2024-05-17,2
U000015,0.9298245614035087,0,250,0.08078948261871674,0.7239057239057238,1,2025-09-25,2
U000016,0.7894736842105262,1,900,0.12380959554823256,0.33333333333333326,1,2024-11-08,4
U000017,0.24561403508771928,0,336,0.21804721651548586,0.2895622895622896,0,2024-08-23,7
U000018,0.9473684210526315,1,1002,0.14445755547324318,0.2323232323232325,3,2025-11-18,5
U000019,0.42105263157894735,0,128,0.0448760713025998,0.44107744107744096,1,2025-06-10,0
U000020,0.9298245614035087,0,108,0.20629401432955752,0.5387205387205387,1,2024-09-11,7
U000021,0.38596491228070173,1,794,0.11520904449201966,0.3939393939393938,2,2025-01-27,4
U000022,0.7719298245614034,1,849,0.03920623364464657,0.35016835016835013,2,2024-05-17,0
U000023,0.17543859649122806,1,930,0.08976764440444543,0.5488215488215487,1,2024-06-16,3
U000024,0.42105263157894735,0,134,0.1583790445367784,0.21212121212121215,0,2025-10-02,6
U000025,0.7017543859649124,1,380,0.1562905591750073,0.4242424242424241,2,2024-12-13,6
U000026,0.9298245614035087,1,798,0.07630411342426341,0.5555555555555556,1,2024-03-11,2
U000027,0.03508771929824561,0,312,0.24987688623873622,0.569023569023569,1,2025-06-22,8
U000028,0.07017543859649122,1,741,0.06728872548682471,0.34680134680134667,0,2025-10-19,1
U000029,0.631578947368421,0,526,0.15705527821526694,0.6026936026936027,1,2024-03-08,6
U000030,0.543859649122807,0,266,0.08854409394003007,0.4175084175084176,3,2025-09-20,3
U000031,0.719298245614035,0,151,0.054235228013454255,0.2861952861952861,1,2024-03-25,1
U000032,0.14035087719298245,1,754,0.21661537426965508,0.6262626262626265,2,2024-09-15,7
U000033,0.5964912280701754,0,756,0.1188187803642857,0.5892255892255893,2,2025-01-05,4
U000034,0.4736842105263158,0,710,0.16032724953213492,0.37037037037037046,1,2025-05-03,6
U000035,0.14035087719298245,0,987,0.16030115847565785,0.632996632996633,1,2024-08-12,6
U000036,0.05263157894736842,1,939,0.12188442491654408,0.6161616161616161,1,2024-03-23,4
U000037,0.17543859649122806,0,184,0.009427386461056043,0.49158249158249157,1,2025-10-02,0
U000038,0.42105263157894735,0,657,0.13280555165281382,0.4040404040404042,1,2024-12-20,5
U000039,0.5087719298245613,0,986,0.1332408028752999,0.18518518518518534,0,2024-12-20,5
U000040,0.9649122807017544,1,88,0.10697606074609284,0.5353535353535352,2,2025-07-06,4
U000041,0.12280701754385964,0,145,0.3331351941387478,0.40740740740740766,2,2024-07-30,9
U000042,0.36842105263157887,1,199,0.06892875034647067,0.35016835016835013,1,2025-11-12,2
U000043,0.17543859649122806,0,473,0.2317354144171318,0.49494949494949503,1,2024-01-05,8
U000044,0.8070175438596491,0,20,0.08527343263436593,0.5353535353535352,0,2025-06-12,2
U000045,0.8421052631578948,1,830,0.1337331487527547,0.6127946127946127,1,2025-07-08,5
U000046,0.10526315789473684,0,159,0.07485000098796676,0.35016835016835013,2,2024-11-25,2
U000047,0.5614035087719298,1,960,0.09441119745176621,0.24915824915824936,1,2025-09-29,3
U000048,0.8421052631578948,1,380,0.1533431431338983,0.5252525252525253,1,2025-06-30,6
U000049,0.8596491228070174,1,930,0.12543411860863274,0.45117845117845135,1,2025-04-26,4
U000050,0.543859649122807,1,594,0.041525826816300515,0.37037037037037046,1,2024-11-06,0
U000051,0.4035087719298246,0,52,0.0978785787732116,0.3232323232323233,1,2024-01-10,3
U000052,0.26315789473684215,1,205,0.11153369889195974,0.4747474747474747,1,2025-01-25,4
U000053,0.543859649122807,1,1,0.43140022621710133,0.569023569023569,0,2024-01-16,9
U000054,0.5964912280701754,1,17,0.14935797988412294,0.4545454545454548,1,2025-10-25,5
U000055,0.5263157894736842,1,862,0.025262583558245885,0.4175084175084176,1,2024-12-25,0
U000056,0.9649122807017544,0,993,0.13035288317636667,0.824915824915825,0,2024-12-03,5
U000057,0.5964912280701754,1,176,0.1090881263095336,0.49158249158249157,2,2025-11-17,4
U000058,0.4385964912280701,0,417,0.12197983739922602,0.2828282828282831,1,2025-08-10,4
U000059,0.5789473684210525,0,362,0.2686648485894509,0.6026936026936027,1,2024-02-05,8
U000060,0.24561403508771928,1,523,0.21357243657826383,0.32996632996633024,1,2024-10-06,7
U000061,0.6491228070175438,1,233,0.31753830991306214,0.33333333333333326,1,2025-04-12,9
U000062,0.0,1,94,0.18654286624119684,0.7138047138047139,2,2025-06-09,7
U000063,0.05263157894736842,1,283,0.05963815088861881,0.3097643097643099,1,2024-04-18,1
U000064,0.03508771929824561,0,868,0.13397211662986078,0.3400673400673402,1,2024-10-14,5
U000065,0.26315789473684215,0,944,0.03666175521632815,0.40740740740740766,2,2024-06-03,0
U000066,0.22807017543859642,1,964,0.05624554937339434,0.46464646464646475,2,2024-02-06,1
U000067,0.9824561403508772,0,21,0.06314712506578712,0.6835016835016836,1,2025-11-10,1
U000068,0.5263157894736842,0,96,0.07029880373051892,0.3905723905723908,1,2024-12-03,2
U000069,0.10526315789473684,0,383,0.2167566371444725,0.2727272727272727,1,2025-10-22,7
U000070,0.45614035087719296,0,90,0.14631242217032395,0.6262626262626265,3,2023-11-23,5
U000071,0.05263157894736842,1,434,0.0347338553946316,0.40067340067340074,1,2024-06-30,0
U000072,0.8070175438596491,0,714,0.14959640192322743,0.5892255892255893,2,2025-06-02,5
U000073,0.10526315789473684,1,326,0.04857477876912875,0.2087542087542087,1,2024-07-09,1
U000074,0.5964912280701754,0,136,0.17862002764778642,0.5151515151515154,1,2025-06-15,7
U000075,0.19298245614035092,0,849,0.14863878373319786,0.47138047138047123,1,2023-12-30,5
U000076,0.9649122807017544,1,660,0.0761233318781292,0.5084175084175084,1,2024-03-23,2
U000077,0.9649122807017544,1,42,0.15302481041135768,0.4040404040404042,1,2024-01-14,6
U000078,0.5964912280701754,1,94,0.42589523163563514,0.6127946127946127,0,2024-02-23,9
U000079,0.8421052631578948,1,147,0.05050278775842563,0.5454545454545456,1,2024-01-24,1
U000080,0.543859649122807,0,812,0.06040756413569227,0.5387205387205387,1,2025-02-03,1
U000081,0.4385964912280701,1,426,0.2714178371343854,0.37710437710437694,1,2025-04-25,8
U000082,0.0,0,411,0.2391118691709277,0.49158249158249157,1,2024-09-24,8
U000083,0.8771929824561403,0,943,0.21797767675408042,0.7676767676767675,1,2024-07-24,7
U000084,0.7719298245614034,0,107,0.10501879483990953,0.367003367003367,1,2025-03-18,3
U000085,0.3157894736842105,1,129,0.06466826640868178,0.303030303030303,0,2024-05-05,1
U000086,0.6491228070175438,1,334,0.11839269922022674,0.505050505050505,2,2025-10-06,4
U000087,0.05263157894736842,1,87,0.15132408836593242,0.5252525252525253,1,2024-06-30,6
U000088,0.5614035087719298,1,973,0.1261282062114836,0.6498316498316499,1,2025-05-21,4
U000089,0.5614035087719298,1,770,0.10357177829763387,0.8148148148148147,3,2025-01-05,3
U000090,0.07017543859649122,1,991,0.19142909886403467,0.31313131313131337,2,2024-02-10,7
U000091,0.26315789473684215,0,861,0.055849161816623104,0.4680134680134682,1,2025-10-13,1
U000092,0.9824561403508772,1,64,0.10668567492923481,0.5858585858585859,1,2024-06-27,3
U000093,0.03508771929824561,1,884,0.17287508268081128,0.40740740740740766,1,2025-05-08,6
U000094,0.6491228070175438,0,662,0.06688895373444348,0.23905723905723897,0,2024-06-04,1
U000095,0.22807017543859642,0,153,0.09070910578962726,0.5252525252525253,1,2024-10-16,3
U000096,0.4385964912280701,1,219,0.1449771932507786,0.27946127946127963,2,2024-08-07,5
U000097,0.33333333333333337,0,873,0.14095578635769615,0.4882154882154881,1,2025-06-19,5
U000098,0.8421052631578948,1,708,0.06495908889594113,0.4848484848484851,1,2024-10-19,1
U000099,0.6842105263157895,1,18,0.1301695907754251,0.31313131313131337,1,2025-10-07,5
U000100,0.22807017543859642,0,87,0.15990935595810016,0.5084175084175084,1,2025-02-16,6
U000101,0.38596491228070173,1,865,0.25846564719411425,0.6195286195286196,3,2023-12-24,8
U000102,0.4035087719298246,0,542,0.042953084022917774,0.2861952861952861,1,2025-10-20,0
U000103,0.9298245614035087,0,377,0.1777951572597491,0.5757575757575759,2,2024-06-02,7
U000104,0.8947368421052632,1,971,0.1777965764385533,1.0000000000000002,2,2025-10-08,7
U000105,0.6140350877192983,0,779,0.18456540432895382,0.6296296296296295,0,2024-03-21,7
U000106,0.10526315789473684,1,41,0.23765371753341918,0.5319865319865322,1,2025-10-06,8
U000107,0.9824561403508772,1,200,0.09985003646743687,0.5892255892255893,2,2025-06-16,3
U000108,0.15789473684210525,0,568,0.07087095112380948,0.367003367003367,1,2025-09-23,2
U000109,0.22807017543859642,0,872,0.08813864547243205,0.42087542087542107,1,2025-07-25,3
U000110,0.7017543859649124,0,844,0.5639814384512523,0.35016835016835013,1,2025-09-18,9
U000111,0.2807017543859649,1,398,0.19928905691965929,0.2323232323232325,1,2025-08-17,7
U000112,0.4736842105263158,0,519,0.08902061051543808,0.5824915824915824,1,2025-08-20,3
U000113,0.36842105263157887,1,6,0.13072077798945372,0.29292929292929304,2,2025-04-17,5
U000114,0.2807017543859649,1,913,0.07409205033892718,0.5016835016835015,2,2024-06-25,2
U000115,0.6140350877192983,0,918,0.07323781386640307,0.47138047138047123,1,2025-04-03,2
U000116,0.12280701754385964,1,688,0.12902878935205425,0.3265993265993268,0,2025-11-20,5
U000117,0.7719298245614034,1,61,0.5070428931510104,0.6767676767676767,1,2024-04-08,9
U000118,0.9298245614035087,0,209,0.022411016670220073,0.4814814814814816,1,2025-02-27,0
U000119,0.15789473684210525,0,514,0.07719044517128232,0.5151515151515154,1,2025-07-24,2
U000120,0.33333333333333337,0,596,0.06979335774102541,0.40067340067340074,3,2024-12-23,2
U000121,0.8771929824561403,1,968,0.17660108204742087,0.6161616161616161,3,2024-04-17,6
U000122,0.22807017543859642,1,220,0.050118736140490845,0.3535353535353536,2,2024-10-25,1
U000123,0.38596491228070173,0,86,0.08882203465045135,0.3367003367003367,0,2024-10-21,3
U000124,0.8245614035087719,1,982,0.39979751593492163,0.6195286195286196,0,2024-07-22,9
U000125,0.26315789473684215,1,954,0.0475848469694037,0.5252525252525253,0,2024-07-19,0
U000126,0.8947368421052632,1,507,0.5001866220127513,0.7407407407407407,3,2025-05-16,9
U000127,0.017543859649122806,1,710,0.03775201204074964,0.3097643097643099,2,2024-04-19,0
U000128,0.36842105263157887,0,815,0.2910435516499755,0.3905723905723908,2,2025-05-01,9
U000129,0.9649122807017544,1,931,0.16948553785839587,0.6094276094276097,1,2025-01-20,6
U000130,0.8771929824561403,1,902,0.06276962350387166,0.4579124579124578,1,2024-05-03,1
U000131,0.03508771929824561,0,737,0.0,0.22558922558922556,1,2025-04-13,0
U000132,0.9122807017543858,0,613,0.10447765104511056,0.31313131313131337,1,2024-10-30,3
U000133,0.9122807017543858,1,1007,0.3675235340783585,0.37037037037037046,1,2024-04-01,9
U000134,0.7368421052631579,1,956,0.09114304700090947,0.47811447811447816,1,2025-04-20,3
U000135,0.29824561403508765,1,263,0.32544182584121545,0.2962962962962965,0,2025-04-27,9
U000136,0.29824561403508765,0,389,0.27222000066155566,0.4747474747474747,2,2024-03-15,8
U000137,0.4385964912280701,0,57,0.060075367127910693,0.4848484848484851,0,2024-11-25,1
U000138,0.12280701754385964,0,934,0.14348792884717812,0.3367003367003367,1,2025-10-10,5
U000139,0.2807017543859649,1,952,0.13122382229174012,0.37710437710437694,1,2024-09-27,5
U000140,0.4736842105263158,0,158,0.13526564352608292,0.5387205387205387,2,2025-05-09,5
U000141,0.3508771929824561,0,100,0.3568613528900539,0.3400673400673402,2,2024-05-09,9
U000142,0.5614035087719298,1,847,0.5035983278580324,0.30639730639730645,1,2025-01-27,9
U000143,0.631578947368421,1,106,0.11229055786499612,0.5353535353535352,1,2024-03-04,4
U000144,0.7894736842105262,0,818,0.1517690555048472,0.40067340067340074,1,2025-01-29,6
U000145,0.8947368421052632,1,599,0.10786501251551953,0.41414141414141414,1,2025-08-16,4
U000146,0.07017543859649122,0,699,0.08154492241294894,0.5084175084175084,2,2025-10-18,2
U000147,0.7368421052631579,1,946,0.15982562440865272,0.38720538720538733,2,2024-06-10,6
U000148,0.33333333333333337,0,958,0.22935184903168881,0.505050505050505,2,2024-12-02,8
U000149,0.3508771929824561,0,940,0.2166632988461967,0.5454545454545456,2,2024-01-21,7
U000150,0.6140350877192983,1,406,0.06783096095762692,0.367003367003367,1,2024-08-08,1
U000151,0.7368421052631579,0,694,0.2075003163131219,0.5791245791245794,2,2024-03-08,7
U000152,0.9999999999999999,1,95,0.12316834506393781,0.5117845117845119,2,2025-05-14,4
U000153,0.33333333333333337,0,16,0.293062497250341,0.4040404040404042,1,2024-10-09,9
U000154,0.0,0,501,0.18165368609315027,0.3905723905723908,1,2024-11-17,7
U000155,0.4736842105263158,0,239,0.10712889538654444,0.5892255892255893,1,2025-08-29,4
U000156,0.49122807017543857,1,556,0.21845910587150297,0.5858585858585859,1,2025-05-15,7
U000157,0.8771929824561403,1,948,0.29834533576515077,0.5420875420875422,2,2023-11-26,9
U000158,0.3157894736842105,0,483,0.1987208395599803,0.4107744107744107,1,2025-09-14,7
U000159,0.8421052631578948,1,691,0.15629929258303313,0.4747474747474747,2,2025-06-14,6
U000160,0.24561403508771928,1,888,0.13372561618833242,0.505050505050505,1,2024-06-20,5
U000161,0.03508771929824561,1,642,0.06840616504372654,0.6666666666666667,0,2024-09-19,1
U000162,0.6842105263157895,1,820,0.058893955357219856,0.2828282828282831,1,2025-08-02,1
U000163,0.9824561403508772,1,338,0.27133279557373413,0.6464646464646464,2,2025-11-05,8
U000164,0.42105263157894735,0,92,0.19123205134545246,0.5454545454545456,1,2025-02-23,7
